unix,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1703912400,2023-12-30 05:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703908800,2023-12-30 04:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703905200,2023-12-30 03:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703901600,2023-12-30 02:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703898000,2023-12-30 01:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703894400,2023-12-30 00:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703890800,2023-12-29 23:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703887200,2023-12-29 22:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703883600,2023-12-29 21:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703880000,2023-12-29 20:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703876400,2023-12-29 19:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703872800,2023-12-29 18:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703869200,2023-12-29 17:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703865600,2023-12-29 16:00:00,1INCH/USD,0.43,0.43,0.43,0.43,116.37,50.0391
1703862000,2023-12-29 15:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703858400,2023-12-29 14:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703854800,2023-12-29 13:00:00,1INCH/USD,0.44,0.44,0.44,0.44,113.86,50.0984
1703851200,2023-12-29 12:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703847600,2023-12-29 11:00:00,1INCH/USD,0.44,0.44,0.44,0.44,113.86,50.0984
1703844000,2023-12-29 10:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703840400,2023-12-29 09:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703836800,2023-12-29 08:00:00,1INCH/USD,0.44,0.44,0.44,0.44,1488.35,654.8739999999999
1703833200,2023-12-29 07:00:00,1INCH/USD,0.44,0.44,0.44,0.44,44.08,19.3952
1703829600,2023-12-29 06:00:00,1INCH/USD,0.44,0.44,0.44,0.44,209.54,92.1976
1703826000,2023-12-29 05:00:00,1INCH/USD,0.43,0.43,0.43,0.43,357.17,153.5831
1703822400,2023-12-29 04:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703818800,2023-12-29 03:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703815200,2023-12-29 02:00:00,1INCH/USD,0.42,0.42,0.42,0.42,146.50,61.53
1703811600,2023-12-29 01:00:00,1INCH/USD,0.42,0.42,0.42,0.42,128.57,53.999399999999994
1703808000,2023-12-29 00:00:00,1INCH/USD,0.42,0.42,0.42,0.42,366.16,153.7872
1703804400,2023-12-28 23:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703800800,2023-12-28 22:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703797200,2023-12-28 21:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703793600,2023-12-28 20:00:00,1INCH/USD,0.42,0.42,0.42,0.42,1643.58,690.3036
1703790000,2023-12-28 19:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703786400,2023-12-28 18:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703782800,2023-12-28 17:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703779200,2023-12-28 16:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703775600,2023-12-28 15:00:00,1INCH/USD,0.42,0.42,0.42,0.42,103.27,43.3734
1703772000,2023-12-28 14:00:00,1INCH/USD,0.42,0.42,0.42,0.42,116.64,48.9888
1703768400,2023-12-28 13:00:00,1INCH/USD,0.43,0.43,0.43,0.43,203.37,87.4491
1703764800,2023-12-28 12:00:00,1INCH/USD,0.44,0.44,0.44,0.44,116.77,51.3788
1703761200,2023-12-28 11:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703757600,2023-12-28 10:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703754000,2023-12-28 09:00:00,1INCH/USD,0.44,0.44,0.44,0.44,11048.84,4861.4896
1703750400,2023-12-28 08:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703746800,2023-12-28 07:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703743200,2023-12-28 06:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703739600,2023-12-28 05:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703736000,2023-12-28 04:00:00,1INCH/USD,0.45,0.45,0.45,0.45,114.31,51.4395
1703732400,2023-12-28 03:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703728800,2023-12-28 02:00:00,1INCH/USD,0.45,0.45,0.45,0.45,114.31,51.4395
1703725200,2023-12-28 01:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703721600,2023-12-28 00:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703718000,2023-12-27 23:00:00,1INCH/USD,0.44,0.44,0.44,0.44,110.04,48.4176
1703714400,2023-12-27 22:00:00,1INCH/USD,0.45,0.45,0.45,0.45,114.44,51.498
1703710800,2023-12-27 21:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703707200,2023-12-27 20:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703703600,2023-12-27 19:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703700000,2023-12-27 18:00:00,1INCH/USD,0.46,0.46,0.45,0.45,223.97,100.7865
1703696400,2023-12-27 17:00:00,1INCH/USD,0.45,0.46,0.44,0.44,313.91,138.12040000000002
1703692800,2023-12-27 16:00:00,1INCH/USD,0.45,0.45,0.45,0.45,690.96,310.932
1703689200,2023-12-27 15:00:00,1INCH/USD,0.46,0.46,0.43,0.45,810.21,364.59450000000004
1703685600,2023-12-27 14:00:00,1INCH/USD,0.45,0.45,0.45,0.45,586.83,264.0735
1703682000,2023-12-27 13:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703678400,2023-12-27 12:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703674800,2023-12-27 11:00:00,1INCH/USD,0.45,0.45,0.45,0.45,117.12,52.704
1703671200,2023-12-27 10:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703667600,2023-12-27 09:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703664000,2023-12-27 08:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703660400,2023-12-27 07:00:00,1INCH/USD,0.45,0.45,0.44,0.44,239.86,105.53840000000001
1703656800,2023-12-27 06:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703653200,2023-12-27 05:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703649600,2023-12-27 04:00:00,1INCH/USD,0.44,0.44,0.44,0.44,24.47,10.7668
1703646000,2023-12-27 03:00:00,1INCH/USD,0.46,0.46,0.46,0.46,0.00,0.0
1703642400,2023-12-27 02:00:00,1INCH/USD,0.46,0.46,0.46,0.46,0.00,0.0
1703638800,2023-12-27 01:00:00,1INCH/USD,0.46,0.46,0.46,0.46,71.73,32.9958
1703635200,2023-12-27 00:00:00,1INCH/USD,0.46,0.46,0.46,0.46,0.00,0.0
1703631600,2023-12-26 23:00:00,1INCH/USD,0.46,0.46,0.46,0.46,0.00,0.0
1703628000,2023-12-26 22:00:00,1INCH/USD,0.46,0.46,0.46,0.46,24.47,11.2562
1703624400,2023-12-26 21:00:00,1INCH/USD,0.45,0.45,0.45,0.45,42.93,19.3185
1703620800,2023-12-26 20:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703617200,2023-12-26 19:00:00,1INCH/USD,0.43,0.43,0.43,0.43,1005.93,432.5499
1703613600,2023-12-26 18:00:00,1INCH/USD,0.41,0.41,0.41,0.41,147.06,60.294599999999996
1703610000,2023-12-26 17:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703606400,2023-12-26 16:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703602800,2023-12-26 15:00:00,1INCH/USD,0.45,0.45,0.45,0.45,2482.86,1117.287
1703599200,2023-12-26 14:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703595600,2023-12-26 13:00:00,1INCH/USD,0.45,0.45,0.45,0.45,121.58,54.711
1703592000,2023-12-26 12:00:00,1INCH/USD,0.45,0.45,0.45,0.45,336.83,151.5735
1703588400,2023-12-26 11:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703584800,2023-12-26 10:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703581200,2023-12-26 09:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703577600,2023-12-26 08:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703574000,2023-12-26 07:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703570400,2023-12-26 06:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703566800,2023-12-26 05:00:00,1INCH/USD,0.43,0.43,0.43,0.43,240.86,103.5698
1703563200,2023-12-26 04:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703559600,2023-12-26 03:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703556000,2023-12-26 02:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703552400,2023-12-26 01:00:00,1INCH/USD,0.45,0.45,0.45,0.45,0.00,0.0
1703548800,2023-12-26 00:00:00,1INCH/USD,0.45,0.45,0.45,0.45,254.92,114.714
1703545200,2023-12-25 23:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703541600,2023-12-25 22:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703538000,2023-12-25 21:00:00,1INCH/USD,0.44,0.44,0.44,0.44,127.54,56.1176
1703534400,2023-12-25 20:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703530800,2023-12-25 19:00:00,1INCH/USD,0.44,0.44,0.44,0.44,35.00,15.4
1703527200,2023-12-25 18:00:00,1INCH/USD,0.44,0.44,0.44,0.44,164.27,72.2788
1703523600,2023-12-25 17:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703520000,2023-12-25 16:00:00,1INCH/USD,0.44,0.44,0.44,0.44,0.00,0.0
1703516400,2023-12-25 15:00:00,1INCH/USD,0.44,0.44,0.44,0.44,316.94,139.4536
1703512800,2023-12-25 14:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703509200,2023-12-25 13:00:00,1INCH/USD,0.43,0.43,0.43,0.43,57.55,24.746499999999997
1703505600,2023-12-25 12:00:00,1INCH/USD,0.43,0.43,0.43,0.43,57.55,24.746499999999997
1703502000,2023-12-25 11:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703498400,2023-12-25 10:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703494800,2023-12-25 09:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703491200,2023-12-25 08:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703487600,2023-12-25 07:00:00,1INCH/USD,0.42,0.42,0.42,0.42,119.52,50.1984
1703484000,2023-12-25 06:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703480400,2023-12-25 05:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703476800,2023-12-25 04:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703473200,2023-12-25 03:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703469600,2023-12-25 02:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703466000,2023-12-25 01:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703462400,2023-12-25 00:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703458800,2023-12-24 23:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703455200,2023-12-24 22:00:00,1INCH/USD,0.43,0.43,0.42,0.42,336.41,141.2922
1703451600,2023-12-24 21:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703448000,2023-12-24 20:00:00,1INCH/USD,0.43,0.43,0.43,0.43,146.43,62.9649
1703444400,2023-12-24 19:00:00,1INCH/USD,0.44,0.44,0.44,0.44,268.22,118.01680000000002
1703440800,2023-12-24 18:00:00,1INCH/USD,0.43,0.43,0.43,0.43,0.00,0.0
1703437200,2023-12-24 17:00:00,1INCH/USD,0.43,0.43,0.43,0.43,131.15,56.3945
1703433600,2023-12-24 16:00:00,1INCH/USD,0.42,0.42,0.42,0.42,1295.94,544.2948
1703430000,2023-12-24 15:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703426400,2023-12-24 14:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703422800,2023-12-24 13:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703419200,2023-12-24 12:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703415600,2023-12-24 11:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703412000,2023-12-24 10:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703408400,2023-12-24 09:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703404800,2023-12-24 08:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703401200,2023-12-24 07:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703397600,2023-12-24 06:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703394000,2023-12-24 05:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703390400,2023-12-24 04:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703386800,2023-12-24 03:00:00,1INCH/USD,0.42,0.42,0.42,0.42,36.31,15.2502
1703383200,2023-12-24 02:00:00,1INCH/USD,0.42,0.42,0.42,0.42,36.30,15.245999999999999
1703379600,2023-12-24 01:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703376000,2023-12-24 00:00:00,1INCH/USD,0.42,0.42,0.42,0.42,0.00,0.0
1703372400,2023-12-23 23:00:00,1INCH/USD,0.42,0.42,0.42,0.42,64.90,27.258000000000003
1703368800,2023-12-23 22:00:00,1INCH/USD,0.41,0.41,0.41,0.41,130.06,53.3246
1703365200,2023-12-23 21:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703361600,2023-12-23 20:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703358000,2023-12-23 19:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703354400,2023-12-23 18:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703350800,2023-12-23 17:00:00,1INCH/USD,0.40,0.40,0.40,0.40,72.60,29.04
1703347200,2023-12-23 16:00:00,1INCH/USD,0.39,0.39,0.39,0.39,0.00,0.0
1703343600,2023-12-23 15:00:00,1INCH/USD,0.39,0.39,0.39,0.39,0.00,0.0
1703340000,2023-12-23 14:00:00,1INCH/USD,0.39,0.39,0.39,0.39,0.00,0.0
1703336400,2023-12-23 13:00:00,1INCH/USD,0.39,0.39,0.39,0.39,145.22,56.6358
1703332800,2023-12-23 12:00:00,1INCH/USD,0.40,0.40,0.40,0.40,126.27,50.508
1703329200,2023-12-23 11:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703325600,2023-12-23 10:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703322000,2023-12-23 09:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703318400,2023-12-23 08:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703314800,2023-12-23 07:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703311200,2023-12-23 06:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703307600,2023-12-23 05:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703304000,2023-12-23 04:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703300400,2023-12-23 03:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703296800,2023-12-23 02:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703293200,2023-12-23 01:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703289600,2023-12-23 00:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703286000,2023-12-22 23:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703282400,2023-12-22 22:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703278800,2023-12-22 21:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703275200,2023-12-22 20:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703271600,2023-12-22 19:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703268000,2023-12-22 18:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703264400,2023-12-22 17:00:00,1INCH/USD,0.40,0.40,0.40,0.40,532.35,212.94000000000003
1703260800,2023-12-22 16:00:00,1INCH/USD,0.41,0.41,0.41,0.41,0.00,0.0
1703257200,2023-12-22 15:00:00,1INCH/USD,0.41,0.41,0.41,0.41,0.00,0.0
1703253600,2023-12-22 14:00:00,1INCH/USD,0.41,0.41,0.41,0.41,0.00,0.0
1703250000,2023-12-22 13:00:00,1INCH/USD,0.41,0.41,0.41,0.41,66.29,27.178900000000002
1703246400,2023-12-22 12:00:00,1INCH/USD,0.41,0.41,0.41,0.41,7032.30,2883.243
1703242800,2023-12-22 11:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703239200,2023-12-22 10:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703235600,2023-12-22 09:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703232000,2023-12-22 08:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703228400,2023-12-22 07:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703224800,2023-12-22 06:00:00,1INCH/USD,0.40,0.40,0.40,0.40,44.20,17.680000000000003
1703221200,2023-12-22 05:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703217600,2023-12-22 04:00:00,1INCH/USD,0.40,0.40,0.40,0.40,177.47,70.988
1703214000,2023-12-22 03:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703210400,2023-12-22 02:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703206800,2023-12-22 01:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703203200,2023-12-22 00:00:00,1INCH/USD,0.40,0.40,0.40,0.40,0.00,0.0
1703199600,2023-12-21 23:00:00,1INCH/USD,0.40,0.40,0.40,0.40,212.50,85.0
1703196000,2023-12-21 22:00:00,1INCH/USD,0.39,0.39,0.39,0.39,0.00,0.0
1703192400,2023-12-21 21:00:00,1INCH/USD,0.39,0.39,0.39,0.39,0.00,0.0
1703188800,2023-12-21 20:00:00,1INCH/USD,0.39,0.39,0.39,0.39,0.00,0.0
1703185200,2023-12-21 19:00:00,1INCH/USD,0.39,0.39,0.39,0.39,95.84,37.3776
1703181600,2023-12-21 18:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703178000,2023-12-21 17:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703174400,2023-12-21 16:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703170800,2023-12-21 15:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703167200,2023-12-21 14:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703163600,2023-12-21 13:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703160000,2023-12-21 12:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703156400,2023-12-21 11:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703152800,2023-12-21 10:00:00,1INCH/USD,0.37,0.37,0.37,0.37,810.81,299.99969999999996
1703149200,2023-12-21 09:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703145600,2023-12-21 08:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703142000,2023-12-21 07:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703138400,2023-12-21 06:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703134800,2023-12-21 05:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703131200,2023-12-21 04:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703127600,2023-12-21 03:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703124000,2023-12-21 02:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703120400,2023-12-21 01:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703116800,2023-12-21 00:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703113200,2023-12-20 23:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703109600,2023-12-20 22:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703106000,2023-12-20 21:00:00,1INCH/USD,0.36,0.36,0.36,0.36,973.02,350.2872
1703102400,2023-12-20 20:00:00,1INCH/USD,0.37,0.37,0.37,0.37,161.30,59.681000000000004
1703098800,2023-12-20 19:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1703095200,2023-12-20 18:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1703091600,2023-12-20 17:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1703088000,2023-12-20 16:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1703084400,2023-12-20 15:00:00,1INCH/USD,0.37,0.38,0.37,0.38,1055.63,401.1394
1703080800,2023-12-20 14:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703077200,2023-12-20 13:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703073600,2023-12-20 12:00:00,1INCH/USD,0.37,0.37,0.36,0.36,1754.56,631.6415999999999
1703070000,2023-12-20 11:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703066400,2023-12-20 10:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703062800,2023-12-20 09:00:00,1INCH/USD,0.36,0.36,0.36,0.36,0.00,0.0
1703059200,2023-12-20 08:00:00,1INCH/USD,0.36,0.36,0.36,0.36,925.46,333.1656
1703055600,2023-12-20 07:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703052000,2023-12-20 06:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703048400,2023-12-20 05:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703044800,2023-12-20 04:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703041200,2023-12-20 03:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703037600,2023-12-20 02:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703034000,2023-12-20 01:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703030400,2023-12-20 00:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703026800,2023-12-19 23:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703023200,2023-12-19 22:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703019600,2023-12-19 21:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703016000,2023-12-19 20:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703012400,2023-12-19 19:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703008800,2023-12-19 18:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703005200,2023-12-19 17:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1703001600,2023-12-19 16:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1702998000,2023-12-19 15:00:00,1INCH/USD,0.37,0.37,0.37,0.37,270.27,99.9999
1702994400,2023-12-19 14:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702990800,2023-12-19 13:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702987200,2023-12-19 12:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702983600,2023-12-19 11:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702980000,2023-12-19 10:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702976400,2023-12-19 09:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702972800,2023-12-19 08:00:00,1INCH/USD,0.38,0.38,0.38,0.38,0.00,0.0
1702969200,2023-12-19 07:00:00,1INCH/USD,0.38,0.38,0.38,0.38,785.79,298.6002
1702965600,2023-12-19 06:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1702962000,2023-12-19 05:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1702958400,2023-12-19 04:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1702954800,2023-12-19 03:00:00,1INCH/USD,0.37,0.37,0.37,0.37,0.00,0.0
1702951200,2023-12-19 02:00:00,1INCH/USD,0.37,0.37,0.37,0.37,159.32,58.9484
1702947600,2023-12-19 01:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702944000,2023-12-19 00:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702940400,2023-12-18 23:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702936800,2023-12-18 22:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702933200,2023-12-18 21:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702929600,2023-12-18 20:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702926000,2023-12-18 19:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
1702922400,2023-12-18 18:00:00,1INCH/USD,0.35,0.35,0.35,0.35,0.00,0.0
